player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Diego López,es ESP,GK,Real Madrid,1981,16,16,1440,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Filipe Luís,br BRA,DF,Atlético Madrid,1985,32,32,2797,1,1,0,0,7,0,0.03,0.03,0.06,0.03,2012,Spanish
Antonio Luna,es ESP,DF,Sevilla,1991,4,1,108,0,0,0,0,1,0,0,0,0,0,2012,Spanish
Hedwiges Maduro,nl NED,"DF,MF",Sevilla,1985,26,16,1317,0,0,0,0,3,1,0,0,0,0,2012,Spanish
Javier Manquillo,es ESP,DF,Atlético Madrid,1994,3,2,198,0,1,0,0,0,0,0,0.45,0.45,0,2012,Spanish
José Manuel Pinto,es ESP,GK,Barcelona,1975,7,7,630,0,0,0,0,1,0,0,0,0,0,2012,Spanish
Marcelo,br BRA,"DF,MF",Real Madrid,1988,14,13,1059,0,0,0,0,2,0,0,0,0,0,2012,Spanish
Omar Mascarell,es ESP,MF,Real Madrid,1993,1,0,11,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Javier Mascherano,ar ARG,"DF,MF",Barcelona,1984,25,21,1934,0,0,0,0,3,1,0,0,0,0,2012,Spanish
Gary Medel,cl CHI,"DF,MF",Sevilla,1987,32,31,2643,6,3,0,0,7,3,0.2,0.1,0.31,0.2,2012,Spanish
Tiago Mendes,pt POR,MF,Atlético Madrid,1981,22,14,1381,2,0,0,0,5,0,0.13,0,0.13,0.13,2012,Spanish
Lionel Messi,ar ARG,"FW,MF",Barcelona,1987,32,28,2650,46,11,4,4,1,0,1.56,0.37,1.94,1.43,2012,Spanish
Miranda,br BRA,DF,Atlético Madrid,1984,35,35,3146,2,1,0,0,10,1,0.06,0.03,0.09,0.06,2012,Spanish
Luka Modri?,hr CRO,MF,Real Madrid,1985,33,25,2179,3,3,0,0,8,0,0.12,0.12,0.25,0.12,2012,Spanish
Martín Montoya,es ESP,DF,Barcelona,1991,15,11,1154,1,3,0,0,0,0,0.08,0.23,0.31,0.08,2012,Spanish
Álvaro Morata,es ESP,FW,Real Madrid,1992,12,5,418,2,1,0,0,3,0,0.43,0.22,0.65,0.43,2012,Spanish
Alberto Moreno,es ESP,"DF,MF",Sevilla,1992,15,12,1110,0,2,0,0,5,0,0,0.16,0.16,0,2012,Spanish
Nacho,es ESP,DF,Real Madrid,1990,9,6,559,0,0,0,0,1,0,0,0,0,0,2012,Spanish
Fernando Navarro,es ESP,DF,Sevilla,1982,35,35,3122,0,1,0,0,11,1,0,0.03,0.03,0,2012,Spanish
Jesús Navas,es ESP,"DF,MF",Sevilla,1985,37,37,3314,0,7,0,0,5,0,0,0.19,0.19,0,2012,Spanish
Álvaro Negredo,es ESP,FW,Sevilla,1985,36,34,3025,25,1,4,5,3,0,0.74,0.03,0.77,0.62,2012,Spanish
Saúl Ñíguez,es ESP,MF,Atlético Madrid,1994,2,0,15,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Abdelkader Oueslati,tn TUN,"DF,FW",Atlético Madrid,1991,1,0,16,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Mesut Özil,de GER,MF,Real Madrid,1988,32,23,2035,9,13,0,0,5,0,0.4,0.57,0.97,0.4,2012,Spanish
Andrés Palop,es ESP,GK,Sevilla,1973,16,15,1407,0,0,0,0,1,0,0,0,0,0,2012,Spanish
Pedro,es ESP,"FW,MF",Barcelona,1987,28,23,2066,7,7,0,0,3,0,0.3,0.3,0.61,0.3,2012,Spanish
Pepe,pt POR,"DF,MF",Real Madrid,1983,28,26,2347,1,1,1,1,7,0,0.04,0.04,0.08,0,2012,Spanish
Diego Perotti,ar ARG,"FW,MF",Sevilla,1988,18,8,834,0,0,0,0,2,0,0,0,0,0,2012,Spanish
Gerard Piqué,es ESP,DF,Barcelona,1987,28,27,2399,2,0,0,0,5,1,0.08,0,0.08,0.08,2012,Spanish
Israel Puerto,es ESP,DF,Sevilla,1993,2,0,28,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Jorge Pulido,es ESP,DF,Atlético Madrid,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Carles Puyol,es ESP,DF,Barcelona,1978,13,12,963,1,0,0,0,3,0,0.09,0,0.09,0.09,2012,Spanish
Bryan Rabello,cl CHI,MF,Sevilla,1994,3,0,109,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Ivan Rakiti?,hr CRO,MF,Sevilla,1988,34,34,2948,8,9,1,2,10,2,0.24,0.27,0.52,0.21,2012,Spanish
Sergio Ramos,es ESP,DF,Real Madrid,1986,26,26,2267,4,0,0,0,9,1,0.16,0,0.16,0.16,2012,Spanish
Sergi Roberto,es ESP,"DF,MF",Barcelona,1992,1,0,11,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Cristian Rodríguez,uy URU,MF,Atlético Madrid,1985,33,12,1350,1,0,0,0,2,0,0.07,0,0.07,0.07,2012,Spanish
José Rodríguez,es ESP,MF,Real Madrid,1994,1,0,2,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,1985,34,30,2716,34,10,6,7,9,0,1.13,0.33,1.46,0.93,2012,Spanish
Álex Rubio,es ESP,"FW,MF",Sevilla,1993,2,0,30,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Alexis Sánchez,cl CHI,"FW,MF",Barcelona,1988,29,18,1706,8,9,0,0,4,0,0.42,0.47,0.9,0.42,2012,Spanish
Sílvio,pt POR,DF,Atlético Madrid,1987,1,1,74,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Alex Song,cm CMR,"DF,MF",Barcelona,1987,20,17,1539,1,0,0,0,3,0,0.06,0,0.06,0.06,2012,Spanish
Emir Spahi?,ba BIH,DF,Sevilla,1980,22,22,1955,1,0,0,0,10,0,0.05,0,0.05,0.05,2012,Spanish
Miroslav Stevanovi?,ba BIH,MF,Sevilla,1990,7,0,118,0,0,0,0,0,0,0,0,0,0,2012,Spanish
Aaron Ramsey,wal WAL,MF,Arsenal,1990,23,20,1761,10,7,0,0,3,0,0.51,0.36,0.87,0.51,2013,English
Abou Diaby,fr FRA,MF,Arsenal,1986,1,0,17,0,0,0,0,0,0,0,0,0,0,2013,English
Aleksandar Kolarov,rs SRB,DF,Manchester City,1985,30,21,1977,1,7,0,0,2,0,0.05,0.32,0.36,0.05,2013,English
Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,1993,14,6,529,2,2,0,0,0,0,0.34,0.34,0.68,0.34,2013,English
Álvaro Negredo,es ESP,FW,Manchester City,1985,32,21,1723,9,3,0,0,1,0,0.47,0.16,0.63,0.47,2013,English
Aly Cissokho,fr FRA,DF,Liverpool,1987,15,12,1090,0,0,0,0,2,0,0,0,0,0,2013,English
André Schürrle,de GER,"FW,MF",Chelsea,1990,30,15,1329,8,2,0,0,1,0,0.54,0.14,0.68,0.54,2013,English
Ashley Cole,eng ENG,DF,Chelsea,1980,17,15,1386,0,2,0,0,1,0,0,0.13,0.13,0,2013,English
Bacary Sagna,fr FRA,DF,Arsenal,1983,35,34,3060,1,0,0,0,6,0,0.03,0,0.03,0.03,2013,English
Brad Smith,au AUS,"DF,MF",Liverpool,1994,1,0,31,0,0,0,0,0,0,0,0,0,0,2013,English
Branislav Ivanovi?,rs SRB,DF,Chelsea,1984,36,36,3179,3,1,0,0,8,0,0.08,0.03,0.11,0.08,2013,English
Carl Jenkinson,eng ENG,DF,Arsenal,1992,14,7,805,1,1,0,0,1,0,0.11,0.11,0.22,0.11,2013,English
César Azpilicueta,es ESP,DF,Chelsea,1989,29,26,2325,0,0,0,0,1,0,0,0,0,0,2013,English
Chuba Akpom,eng ENG,FW,Arsenal,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,2013,English
Costel Pantilimon,ro ROU,GK,Manchester City,1987,7,7,630,0,0,0,0,1,0,0,0,0,0,2013,English
Daniel Agger,dk DEN,DF,Liverpool,1984,20,16,1421,2,1,0,0,0,0,0.13,0.06,0.19,0.13,2013,English
Daniel Sturridge,eng ENG,"FW,MF",Liverpool,1989,29,26,2267,22,6,0,1,2,0,0.87,0.24,1.11,0.87,2013,English
David Luiz,br BRA,"DF,MF",Chelsea,1987,19,15,1360,0,1,0,0,6,0,0,0.07,0.07,0,2013,English
David Silva,es ESP,"FW,MF",Manchester City,1986,27,26,2161,7,9,0,0,5,0,0.29,0.37,0.67,0.29,2013,English
Dedryck Boyata,be BEL,DF,Manchester City,1990,1,1,54,0,0,0,0,0,0,0,0,0,0,2013,English
Demba Ba,sn SEN,FW,Chelsea,1985,19,5,669,5,1,0,0,0,0,0.67,0.13,0.81,0.67,2013,English
Eden Hazard,be BEL,"FW,MF",Chelsea,1991,35,32,2888,14,7,4,4,2,0,0.44,0.22,0.65,0.31,2013,English
Edin Džeko,ba BIH,FW,Manchester City,1986,31,23,1986,16,1,0,0,4,0,0.73,0.05,0.77,0.73,2013,English
Fernandinho,br BRA,"DF,MF",Manchester City,1985,33,29,2608,5,3,0,0,8,0,0.17,0.1,0.28,0.17,2013,English
Frank Lampard,eng ENG,MF,Chelsea,1978,26,20,1703,6,3,1,3,4,0,0.32,0.16,0.48,0.26,2013,English
Gaël Clichy,fr FRA,DF,Manchester City,1985,20,18,1662,0,0,0,0,1,0,0,0,0,0,2013,English
Gary Cahill,eng ENG,DF,Chelsea,1985,30,29,2624,1,0,0,0,2,0,0.03,0,0.03,0.03,2013,English
Glen Johnson,eng ENG,DF,Liverpool,1984,29,29,2517,0,2,0,0,3,0,0,0.07,0.07,0,2013,English
Iago Aspas,es ESP,"FW,MF",Liverpool,1987,14,5,383,0,1,0,0,3,0,0,0.23,0.23,0,2013,English
Jack Rodwell,eng ENG,"DF,MF",Manchester City,1991,5,1,112,0,0,0,0,0,0,0,0,0,0,2013,English
James Milner,eng ENG,"DF,MF",Manchester City,1986,31,12,1374,1,4,0,0,3,0,0.07,0.26,0.33,0.07,2013,English
Javi García,es ESP,"DF,MF",Manchester City,1987,29,14,1545,0,0,0,0,7,0,0,0,0,0,2013,English
Jesús Navas,es ESP,"DF,MF",Manchester City,1985,29,18,1750,4,6,0,0,0,0,0.21,0.31,0.51,0.21,2013,English
João Carlos Teixeira,pt POR,MF,Liverpool,1993,1,0,9,0,0,0,0,0,0,0,0,0,0,2013,English
Joe Allen,wal WAL,MF,Liverpool,1990,24,15,1443,1,0,0,0,4,0,0.06,0,0.06,0.06,2013,English
Joe Hart,eng ENG,GK,Manchester City,1987,31,31,2790,0,0,0,0,1,0,0,0,0,0,2013,English
John Obi Mikel,ng NGA,MF,Chelsea,1987,24,11,1072,1,1,0,0,3,0,0.08,0.08,0.17,0.08,2013,English
John Swift,eng ENG,MF,Chelsea,1995,1,0,2,0,0,0,0,0,0,0,0,0,0,2013,English
John Terry,eng ENG,DF,Chelsea,1980,34,34,3060,2,1,0,0,3,0,0.06,0.03,0.09,0.06,2013,English
Joleon Lescott,eng ENG,DF,Manchester City,1982,10,8,785,0,0,0,0,0,0,0,0,0,0,2013,English
Jon Flanagan,eng ENG,DF,Liverpool,1993,23,23,1891,1,1,0,0,3,0,0.05,0.05,0.1,0.05,2013,English
Jordan Henderson,eng ENG,MF,Liverpool,1990,35,35,3128,4,7,0,0,4,1,0.12,0.2,0.32,0.12,2013,English
Jordon Ibe,eng ENG,"FW,MF",Liverpool,1995,1,0,15,0,0,0,0,0,0,0,0,0,0,2013,English
José Enrique,es ESP,DF,Liverpool,1986,8,6,604,0,1,0,0,0,0,0,0.15,0.15,0,2013,English
Juan Mata,es ESP,"FW,MF",Chelsea,1988,13,11,826,0,2,0,0,0,0,0,0.22,0.22,0,2013,English
Kevin De Bruyne,be BEL,MF,Chelsea,1991,3,2,131,0,1,0,0,1,0,0,0.69,0.69,0,2013,English
Kieran Gibbs,eng ENG,"DF,MF",Arsenal,1989,28,24,2055,0,1,0,0,2,1,0,0.04,0.04,0,2013,English
Kim Källström,se SWE,MF,Arsenal,1982,3,1,130,0,0,0,0,1,0,0,0,0,0,2013,English
Laurent Koscielny,fr FRA,DF,Arsenal,1985,32,32,2739,2,0,0,0,2,1,0.07,0,0.07,0.07,2013,English
Lucas Leiva,br BRA,MF,Liverpool,1987,27,20,1871,0,0,0,0,6,0,0,0,0,0,2013,English
Luis Alberto,es ESP,"FW,MF",Liverpool,1992,9,0,144,0,1,0,0,0,0,0,0.62,0.62,0,2013,English
Luis Suárez,uy URU,FW,Liverpool,1987,33,33,2962,31,12,0,0,6,0,0.94,0.36,1.31,0.94,2013,English
Lukas Podolski,de GER,"FW,MF",Arsenal,1985,20,14,1167,8,2,0,0,0,0,0.62,0.15,0.77,0.62,2013,English
Mamadou Sakho,fr FRA,DF,Liverpool,1990,18,17,1478,1,0,0,0,0,0,0.06,0,0.06,0.06,2013,English
Marco van Ginkel,nl NED,MF,Chelsea,1992,2,0,13,0,0,0,0,0,0,0,0,0,0,2013,English
Mark Schwarzer,au AUS,GK,Chelsea,1972,4,4,360,0,0,0,0,0,0,0,0,0,0,2013,English
Martín Demichelis,ar ARG,"DF,MF",Manchester City,1980,27,27,2430,2,1,0,0,6,0,0.07,0.04,0.11,0.07,2013,English
Martin Kelly,eng ENG,"DF,MF",Liverpool,1990,5,0,112,0,0,0,0,0,0,0,0,0,0,2013,English
Martin Škrtel,sk SVK,DF,Liverpool,1984,36,36,3221,7,1,0,0,6,0,0.2,0.03,0.22,0.2,2013,English
Mathieu Flamini,fr FRA,MF,Arsenal,1984,27,18,1667,2,0,0,0,8,1,0.11,0,0.11,0.11,2013,English
Matija Nastasi?,rs SRB,DF,Manchester City,1993,13,11,1029,0,0,0,0,4,0,0,0,0,0,2013,English
Mesut Özil,de GER,MF,Arsenal,1988,26,25,2140,5,9,0,0,0,0,0.21,0.38,0.59,0.21,2013,English
Micah Richards,eng ENG,DF,Manchester City,1988,2,2,160,0,0,0,0,0,0,0,0,0,0,2013,English
Michael Essien,gh GHA,"DF,MF",Chelsea,1982,5,2,149,0,0,0,0,2,0,0,0,0,0,2013,English
Mikel Arteta,es ESP,MF,Arsenal,1982,31,27,2408,2,0,2,2,3,1,0.07,0,0.07,0,2013,English
Mohamed Salah,eg EGY,"FW,MF",Chelsea,1992,10,6,501,2,1,0,0,1,0,0.36,0.18,0.54,0.36,2013,English
Nacho Monreal,es ESP,DF,Arsenal,1986,23,13,1185,0,1,0,0,2,0,0,0.08,0.08,0,2013,English
Nathan Aké,nl NED,"DF,MF",Chelsea,1995,1,0,12,0,0,0,0,0,0,0,0,0,0,2013,English
Nemanja Mati?,rs SRB,MF,Chelsea,1988,17,15,1365,0,3,0,0,3,0,0,0.2,0.2,0,2013,English
Nicklas Bendtner,dk DEN,FW,Arsenal,1988,9,1,163,2,0,0,0,0,0,1.1,0,1.1,1.1,2013,English
Olivier Giroud,fr FRA,FW,Arsenal,1986,36,36,3067,16,8,1,1,4,0,0.47,0.23,0.7,0.44,2013,English
Oscar,br BRA,MF,Chelsea,1991,33,24,2134,8,2,0,0,4,0,0.34,0.08,0.42,0.34,2013,English
Per Mertesacker,de GER,DF,Arsenal,1984,35,35,3150,2,0,0,0,3,0,0.06,0,0.06,0.06,2013,English
Petr ?ech,cz CZE,GK,Chelsea,1982,34,34,3060,0,0,0,0,0,0,0,0,0,0,2013,English
Philippe Coutinho,br BRA,"FW,MF",Liverpool,1992,33,28,2325,5,7,0,0,1,0,0.19,0.27,0.46,0.19,2013,English
Raheem Sterling,eng ENG,"FW,MF",Liverpool,1994,33,24,2218,9,5,0,0,3,0,0.37,0.2,0.57,0.37,2013,English
Ramires,br BRA,MF,Chelsea,1987,30,29,2607,1,2,0,0,8,1,0.03,0.07,0.1,0.03,2013,English
Romelu Lukaku,be BEL,FW,Chelsea,1993,2,0,42,0,0,0,0,0,0,0,0,0,0,2013,English
Ryan Bertrand,eng ENG,"DF,MF",Chelsea,1989,1,1,63,0,0,0,0,0,0,0,0,0,0,2013,English
Ryo Miyaichi,jp JPN,"FW,MF",Arsenal,1992,1,0,18,0,0,0,0,0,0,0,0,0,0,2013,English
Samir Nasri,fr FRA,"FW,MF",Manchester City,1987,34,29,2487,7,7,0,0,3,0,0.25,0.25,0.51,0.25,2013,English
Samuel Eto'o,cm CMR,FW,Chelsea,1981,21,16,1298,9,2,0,0,1,0,0.62,0.14,0.76,0.62,2013,English
Santi Cazorla,es ESP,MF,Arsenal,1984,31,30,2587,4,8,0,0,2,0,0.14,0.28,0.42,0.14,2013,English
Serge Gnabry,de GER,"FW,MF",Arsenal,1995,8,5,401,1,0,0,0,0,0,0.22,0,0.22,0.22,2013,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,23,20,1528,17,6,0,1,4,0,1,0.35,1.35,1,2013,English
Simon Mignolet,be BEL,GK,Liverpool,1988,38,38,3420,0,0,0,0,0,0,0,0,0,0,2013,English
Stevan Joveti?,me MNE,"FW,MF",Manchester City,1989,13,2,389,3,1,0,0,1,0,0.69,0.23,0.93,0.69,2013,English
Steven Gerrard,eng ENG,MF,Liverpool,1980,34,33,2895,13,14,10,11,7,0,0.4,0.44,0.84,0.09,2013,English
Tomáš Kalas,cz CZE,DF,Chelsea,1993,2,2,180,0,0,0,0,0,0,0,0,0,0,2013,English
Tomáš Rosický,cz CZE,MF,Arsenal,1980,27,17,1572,2,1,0,0,7,0,0.11,0.06,0.17,0.11,2013,English
Victor Moses,ng NGA,"DF,FW",Liverpool,1990,19,6,652,1,0,0,0,1,0,0.14,0,0.14,0.14,2013,English
Vincent Kompany,be BEL,DF,Manchester City,1986,28,28,2363,4,1,0,0,6,1,0.15,0.04,0.19,0.15,2013,English
Wojciech Szcz?sny,pl POL,GK,Arsenal,1990,37,37,3330,0,0,0,0,2,0,0,0,0,0,2013,English
Yaya Sanogo,fr FRA,FW,Arsenal,1993,8,0,79,0,0,0,0,0,0,0,0,0,0,2013,English
Lukasz Fabianski,pl POL,GK,Arsenal,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,2013,English
Adrien Rabiot,fr FRA,MF,Paris S-G,1995,25,12,1179,2,0,0,0,2,0,0.15,0,0.15,0.15,2013,French
Alassane Pléa,fr FRA,"FW,MF",Lyon,1993,6,0,94,0,0,0,0,0,0,0,0,0,0,2013,French
Alex,br BRA,DF,Paris S-G,1982,31,30,2605,2,0,0,0,6,0,0.07,0,0.07,0.07,2013,French
Alexandre Lacazette,fr FRA,FW,Lyon,1991,36,34,2897,15,3,0,0,7,2,0.47,0.09,0.56,0.47,2013,French
Allan Saint-Maximin,fr FRA,"FW,MF",Saint-Étienne,1997,3,0,34,0,0,0,0,0,0,0,0,0,0,2013,French
Andrea Raggi,it ITA,DF,Monaco,1984,28,22,2033,1,2,0,0,3,0,0.04,0.09,0.13,0.04,2013,French
Anthony Lopes,pt POR,GK,Lyon,1990,32,32,2821,0,0,0,0,2,0,0,0,0,0,2013,French
Anthony Martial,fr FRA,"FW,MF",Monaco,1995,11,8,563,2,1,0,0,0,0,0.32,0.16,0.48,0.32,2013,French
Arnold Mvuemba,cd COD,"FW,MF",Lyon,1985,16,14,1229,1,1,0,0,2,0,0.07,0.07,0.15,0.07,2013,French
Aymen Abdennour,tn TUN,DF,Monaco,1989,6,6,540,0,0,0,0,2,0,0,0,0,0,2013,French
B?nel Nicoli??,ro ROU,MF,Saint-Étienne,1985,3,1,121,0,1,0,0,0,0,0,0.74,0.74,0,2013,French
Bafétimbi Gomis,fr FRA,FW,Lyon,1985,33,29,2450,14,1,1,1,3,0,0.51,0.04,0.55,0.48,2013,French
Bakary Koné,bf BFA,DF,Lyon,1988,24,18,1754,2,1,0,0,2,0,0.1,0.05,0.15,0.1,2013,French
Benjamin Corgnet,fr FRA,MF,Saint-Étienne,1987,28,23,1795,7,1,0,0,3,0,0.35,0.05,0.4,0.35,2013,French
Blaise Matuidi,fr FRA,MF,Paris S-G,1987,36,27,2561,5,2,0,0,4,0,0.18,0.07,0.25,0.18,2013,French
Borja López,es ESP,DF,Monaco,1994,1,0,21,0,0,0,0,0,0,0,0,0,0,2013,French
Brandão,br BRA,FW,Saint-Étienne,1980,26,18,1760,5,3,0,0,6,0,0.26,0.15,0.41,0.26,2013,French
Christophe Jallet,fr FRA,DF,Paris S-G,1983,13,13,1083,0,0,0,0,1,0,0,0,0,0,2013,French
Clément Grenier,fr FRA,MF,Lyon,1991,28,25,2237,4,5,0,1,7,0,0.16,0.2,0.36,0.16,2013,French
Clinton N'Jie,cm CMR,"FW,MF",Lyon,1993,3,0,34,0,0,0,0,0,0,0,0,0,0,2013,French
Delvin N'Dinga,cg CGO,MF,Monaco,1988,2,0,8,0,0,0,0,1,0,0,0,0,0,2013,French
Dimitar Berbatov,bg BUL,FW,Monaco,1981,12,9,763,6,4,0,0,1,0,0.71,0.47,1.18,0.71,2013,French
Edinson Cavani,uy URU,"FW,MF",Paris S-G,1987,30,25,2299,16,2,2,2,2,0,0.63,0.08,0.7,0.55,2013,French
Elderson Echiéjilé,ng NGA,DF,Monaco,1988,5,5,450,0,0,0,0,2,0,0,0,0,0,2013,French
Emmanuel Rivière,fr FRA,FW,Monaco,1990,30,19,1751,10,2,0,0,4,0,0.51,0.1,0.62,0.51,2013,French
Éric Abidal,fr FRA,DF,Monaco,1979,26,26,2310,0,0,0,0,6,0,0,0,0,0,2013,French
Ezequiel Lavezzi,ar ARG,"FW,MF",Paris S-G,1985,32,24,1874,9,0,0,0,2,0,0.43,0,0.43,0.43,2013,French
Fabien Lemoine,fr FRA,MF,Saint-Étienne,1987,35,32,2804,2,2,0,0,10,1,0.06,0.06,0.13,0.06,2013,French
Fabinho,br BRA,"DF,MF",Monaco,1993,26,21,1912,0,0,0,0,3,0,0,0,0,0,2013,French
Faouzi Ghoulam,dz ALG,DF,Saint-Étienne,1991,17,16,1468,1,4,1,1,2,0,0.06,0.25,0.31,0,2013,French
Farès Bahlouli,fr FRA,MF,Lyon,1995,4,1,138,0,0,0,0,0,0,0,0,0,0,2013,French
Flavio Roma,it ITA,GK,Monaco,1974,1,1,43,0,0,0,0,0,0,0,0,0,0,2013,French
Florentin Pogba,gn GUI,DF,Saint-Étienne,1990,4,0,55,0,0,0,0,0,0,0,0,0,0,2013,French
François Clerc,fr FRA,DF,Saint-Étienne,1983,29,29,2551,2,1,0,0,7,0,0.07,0.04,0.11,0.07,2013,French
Gaël Danic,fr FRA,MF,Lyon,1981,10,1,133,0,0,0,0,1,0,0,0,0,0,2013,French
Geoffrey Kondogbia,cf CTA,MF,Monaco,1993,26,16,1572,1,2,0,0,4,0,0.06,0.11,0.17,0.06,2013,French
Gregory van der Wiel,nl NED,DF,Paris S-G,1988,25,24,2158,0,4,0,0,2,0,0,0.17,0.17,0,2013,French
Gueïda Fofana,fr FRA,"DF,MF",Lyon,1991,25,24,2136,2,1,0,0,0,0,0.08,0.04,0.13,0.08,2013,French
Henri Bedimo,cm CMR,DF,Lyon,1984,36,35,3146,1,8,0,0,4,0,0.03,0.23,0.26,0.03,2013,French
Hervin Ongenda,fr FRA,"FW,MF",Paris S-G,1995,6,2,235,0,1,0,0,1,0,0,0.38,0.38,0,2013,French
Ibrahim Sissoko,ml MLI,"FW,MF",Saint-Étienne,1995,4,0,94,0,0,0,0,0,0,0,0,0,0,2013,French
Idriss Saadi,dz ALG,FW,Saint-Étienne,1992,1,1,56,0,0,0,0,0,0,0,0,0,0,2013,French
Ismaël Diomandé,ci CIV,MF,Saint-Étienne,1992,15,6,632,1,0,0,0,2,0,0.14,0,0.14,0.14,2013,French
James Rodríguez,co COL,"FW,MF",Monaco,1991,34,30,2631,9,13,2,2,1,0,0.31,0.44,0.75,0.24,2013,French
Javier Pastore,ar ARG,MF,Paris S-G,1989,29,18,1577,1,3,0,0,2,0,0.06,0.17,0.23,0.06,2013,French
Jean-Pascal Mignot,fr FRA,DF,Saint-Étienne,1981,2,0,17,0,0,0,0,0,0,0,0,0,0,2013,French
Jérémy Clément,fr FRA,MF,Saint-Étienne,1984,32,27,2327,0,1,0,0,2,0,0,0.04,0.04,0,2013,French
Jérémy Ménez,fr FRA,"FW,MF",Paris S-G,1987,16,7,686,2,1,0,0,2,0,0.26,0.13,0.39,0.26,2013,French
Jessy Pi,fr FRA,MF,Monaco,1993,5,2,277,0,0,0,0,0,0,0,0,0,0,2013,French
Jimmy Briand,fr FRA,"FW,MF",Lyon,1985,25,10,1166,6,5,0,0,0,0,0.46,0.39,0.85,0.46,2013,French
João Moutinho,pt POR,MF,Monaco,1986,31,30,2558,1,8,0,0,3,0,0.04,0.28,0.32,0.04,2013,French
Jonathan Brison,fr FRA,"DF,MF",Saint-Étienne,1983,17,14,1243,0,0,0,0,3,0,0,0,0,0,2013,French
Jordan Ferri,fr FRA,MF,Lyon,1992,29,18,1815,3,1,0,0,5,1,0.15,0.05,0.2,0.15,2013,French
Josuha Guilavogui,fr FRA,MF,Saint-Étienne,1990,9,7,631,0,1,0,0,1,0,0,0.14,0.14,0,2013,French
Kingsley Coman,fr FRA,"FW,MF",Paris S-G,1996,2,0,37,0,0,0,0,0,0,0,0,0,0,2013,French
Layvin Kurzawa,fr FRA,DF,Monaco,1992,28,28,2401,5,3,0,0,3,0,0.19,0.11,0.3,0.19,2013,French
Loïc Perrin,fr FRA,"DF,MF",Saint-Étienne,1985,34,34,2980,6,1,0,0,4,0,0.18,0.03,0.21,0.18,2013,French
Lucas Digne,fr FRA,DF,Paris S-G,1993,15,15,1335,0,1,0,0,3,0,0,0.07,0.07,0,2013,French
Lucas Moura,br BRA,"FW,MF",Paris S-G,1992,36,18,1937,5,11,0,0,2,0,0.23,0.51,0.74,0.23,2013,French
Lucas Ocampos,ar ARG,"FW,MF",Monaco,1994,34,11,1365,5,1,0,0,3,0,0.33,0.07,0.4,0.33,2013,French
Marquinhos,br BRA,"DF,MF",Paris S-G,1994,21,17,1654,2,0,0,0,3,0,0.11,0,0.11,0.11,2013,French
Mathieu Gorgelin,fr FRA,GK,Lyon,1990,2,1,149,0,0,0,0,0,0,0,0,0,0,2013,French
Max Gradel,ci CIV,"FW,MF",Saint-Étienne,1987,18,9,983,5,5,2,3,1,0,0.46,0.46,0.92,0.27,2013,French
Maxime Gonalons,fr FRA,MF,Lyon,1989,36,36,3184,0,2,0,0,4,1,0,0.06,0.06,0,2013,French
Maxwell,br BRA,DF,Paris S-G,1981,24,23,2090,3,2,0,0,2,0,0.13,0.09,0.22,0.13,2013,French
Mevlüt Erdinç,tr TUR,FW,Saint-Étienne,1987,27,19,1667,11,2,1,1,1,0,0.59,0.11,0.7,0.54,2013,French
Miguel Lopes,pt POR,DF,Lyon,1986,19,19,1655,0,1,0,0,3,0,0,0.05,0.05,0,2013,French
Milan Biševac,rs SRB,DF,Lyon,1983,27,27,2312,0,0,0,0,4,0,0,0,0,0,2013,French
Mouhamadou Dabo,fr FRA,DF,Lyon,1986,10,8,543,0,0,0,0,0,1,0,0,0,0,2013,French
Mouhamadou-Naby Sarr,fr FRA,DF,Lyon,1993,2,1,114,0,0,0,0,0,0,0,0,0,0,2013,French
Mounir Obbadi,ma MAR,MF,Monaco,1983,31,28,2435,3,2,0,0,4,0,0.11,0.07,0.18,0.11,2013,French
Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,1985,32,31,2815,1,1,0,0,3,0,0.03,0.03,0.06,0.03,2013,French
Nabil Dirar,ma MAR,"DF,MF",Monaco,1986,11,2,325,1,2,0,0,0,0,0.28,0.55,0.83,0.28,2013,French
Nabil Fekir,fr FRA,"FW,MF",Lyon,1993,11,6,545,1,0,0,0,2,0,0.17,0,0.17,0.17,2013,French
